time,motorStatePos_0,motorStateVel_0,motorAction_0,motorStateCur_0
1769687369.206549,0.388493,-3.598742,-0.968416,-0.254503
1769687369.225936,0.207860,-3.545030,-1.087067,-0.086181
1769687369.246545,0.028380,-3.571275,-1.203979,-0.268614
1769687369.266126,-0.148034,-3.541368,-1.318967,-0.102307
1769687369.286736,-0.320228,-3.446150,-1.431844,-0.256519
1769687369.306429,-0.490505,-3.346660,-1.542432,-0.015623
1769687369.326179,-0.655030,-3.272195,-1.650553,-0.132545
1769687369.345975,-0.815719,-3.172094,-1.756035,-0.219226
1769687369.365820,-0.971040,-3.062837,-1.858708,-0.204107
1769687369.385892,-1.122141,-2.984710,-1.958409,-0.156735
1769687369.406159,-1.267874,-2.868129,-2.054977,-0.183949
1769687369.426313,-1.406703,-2.699057,-2.148259,-0.104323
1769687369.445946,-1.539397,-2.559283,-2.238106,0.091217
1769687369.465889,-1.665187,-2.420118,-2.324373,-0.149680
1769687369.486105,-1.784458,-2.291330,-2.406924,0.072066
1769687369.506269,-1.896825,-2.185125,-2.485624,0.017639
1769687369.526175,-2.002673,-2.039247,-2.560350,-0.065014
1769687369.546233,-2.100468,-1.884212,-2.630981,-0.024694
1769687369.566535,-2.190591,-1.707206,-2.697404,0.074082
1769687369.586449,-2.274196,-1.565599,-2.759514,-0.026710
1769687369.606417,-2.349364,-1.442915,-2.817210,-0.010583
1769687369.626432,-2.417628,-1.347698,-2.870402,-0.068038
1769687369.646220,-2.478605,-1.097445,-2.919002,0.090209
1769687369.666505,-2.532680,-0.967437,-2.962934,0.158751
1769687369.686435,-2.579467,-0.866115,-3.002128,0.147664
1769687369.706346,-2.619352,-0.741600,-3.036521,-0.007559
1769687369.726249,-2.652717,-0.640888,-3.066057,-0.061987
1769687369.746439,-2.678412,-0.463881,-3.090691,0.088193
1769687369.766308,-2.698355,-0.343028,-3.110381,-0.009575
1769687369.786351,-2.711777,-0.177008,-3.125097,-0.077109
1769687369.806289,-2.715996,0.056765,-3.134815,-0.024694
1769687369.826156,-2.714462,0.062869,-3.139520,0.036789
1769687369.846081,-2.710627,0.133061,-3.139205,0.001512
1769687369.866338,-2.703724,0.171514,-3.133868,0.048884
1769687369.886396,-2.694903,0.190434,-3.123520,0.156735
1769687369.905951,-2.686466,0.130010,-3.108177,0.201084
1769687369.925824,-2.682247,0.065310,-3.087862,0.228297
1769687369.946196,-2.682247,-0.008545,-3.062610,0.210155
1769687369.966410,-2.683398,-0.048829,-3.032459,0.149680
1769687369.986397,-2.683398,-0.045778,-2.997460,0.141616
1769687370.006535,-2.683014,0.023193,-2.957666,0.167822
1769687370.026564,-2.683014,0.021362,-2.913142,0.187981
1769687370.046100,-2.683014,0.044558,-2.863960,0.195036
1769687370.065909,-2.683014,0.013428,-2.810197,0.225274
1769687370.086460,-2.682631,-0.019532,-2.751940,0.218218
1769687370.106616,-2.682247,-0.002441,-2.689282,0.276678
1769687370.126632,-2.682247,-0.015259,-2.622323,0.298852
1769687370.146779,-2.681097,0.003052,-2.551170,0.314978
1769687370.166610,-2.678796,0.098269,-2.475938,0.311955
1769687370.186918,-2.673427,0.144048,-2.396746,0.251480
1769687370.206600,-2.662688,0.265510,-2.313720,0.177901
1769687370.226476,-2.645047,0.424817,-2.226995,0.305907
1769687370.246613,-2.619736,0.555437,-2.136708,0.249464
1769687370.266388,-2.587521,0.672019,-2.043004,0.429885
1769687370.286149,-2.547637,0.875881,-1.946033,0.348240
1769687370.306292,-2.499315,1.046174,-1.845949,0.305907
1769687370.326220,-2.441788,1.195104,-1.742914,0.369406
1769687370.345970,-2.376209,1.445968,-1.637091,0.391584
1769687370.366054,-2.300275,1.591845,-1.528650,0.279701
1769687370.386135,-2.215136,1.778009,-1.417764,0.347232
1769687370.406568,-2.120793,1.947691,-1.304610,0.429885
1769687370.426424,-2.016479,2.118595,-1.189371,0.347232
1769687370.446421,-1.902195,2.382886,-1.072229,0.265590
1769687370.465869,-1.781773,2.493362,-0.953373,0.495400
1769687370.485800,-1.650997,2.705162,-0.832992,0.289780
1769687370.506181,-1.510634,2.874234,-0.711278,0.253495
1769687370.526178,-1.361833,2.995086,-0.588428,0.316994
1769687370.546103,-1.205746,3.176367,-0.464636,0.291796
1769687370.565917,-1.042755,3.355815,-0.340101,0.432909
1769687370.586650,-0.871712,3.460798,-0.215022,0.312963
1769687370.605973,-0.694914,3.565784,-0.089599,0.379485
1769687370.626279,-0.511598,3.691518,0.035967,0.219226
1769687370.646182,-0.322913,3.844111,0.161475,0.260551
1769687370.666128,-0.130392,3.915524,0.286725,0.341184
1769687370.686378,0.066730,4.022338,0.411517,0.359327
1769687370.706291,0.266537,4.003417,0.535650,0.341184
1769687370.726318,0.469797,4.044924,0.658927,0.282725
1769687370.746329,0.673822,4.129155,0.781150,0.181933
1769687370.766092,0.877464,4.099855,0.902124,0.160767
1769687370.786487,1.081873,4.101689,1.021656,0.101296
1769687370.806280,1.285515,4.042482,1.139553,0.030742
1769687370.826323,1.486856,3.975952,1.255628,0.005544
1769687370.846239,1.685129,3.940549,1.369694,-0.011591
1769687370.866167,1.878800,3.775749,1.481571,-0.006551
1769687370.886935,2.067869,3.723869,1.591077,0.082145
1769687370.906254,2.249652,3.590808,1.698040,0.180925
1769687370.926335,2.425681,3.429060,1.802287,-0.029734
1769687370.946712,2.595575,3.315530,1.903651,0.093233
1769687370.966651,2.755880,3.161716,2.001971,0.193020
1769687370.986721,2.908133,2.973113,2.097090,0.132545
1769687371.006569,3.051181,2.806482,2.188854,0.176893
1769687371.026278,3.184258,2.580645,2.277118,-0.072070
1769687371.045990,3.307747,2.352366,2.361741,0.105328
1769687371.065872,3.421649,2.152166,2.442586,-0.099284
1769687371.086177,3.525963,2.044129,2.519525,-0.153711
1769687371.106359,3.619155,1.752982,2.592435,-0.083157
1769687371.126570,3.702375,1.546679,2.661199,0.150688
1769687371.146313,3.775242,1.349528,2.725707,-0.154719
1769687371.166338,3.838137,1.142614,2.785856,0.042837
1769687371.186532,3.891828,0.972929,2.841549,0.100288
1769687371.206240,3.936315,0.814843,2.892698,0.006551
1769687371.226335,3.971214,0.625629,2.939221,-0.153711
1769687371.246303,3.998059,0.444961,2.981044,0.117423
1769687371.266192,4.015317,0.262458,3.018099,-0.099284
1769687371.285972,4.025672,0.151982,3.050327,-0.068038
1769687371.306433,4.032575,0.098269,3.077677,-0.012599
1769687371.326233,4.034876,0.008545,3.100105,-0.008567
1769687371.346272,4.033725,-0.034791,3.117575,-0.091220
1769687371.366797,4.032959,0.031738,3.130060,-0.129521
1769687371.386352,4.032575,0.028076,3.137539,-0.117426
1769687371.406140,4.032575,-0.024415,3.140000,-0.102307
1769687371.426825,4.032575,0.017090,3.137439,-0.089204
1769687371.446036,4.032575,0.000000,3.129861,-0.090212
1769687371.465958,4.032575,-0.031739,3.117278,-0.108355
1769687371.485852,4.032575,-0.010986,3.099709,-0.096260
1769687371.506431,4.032575,-0.019532,3.077183,-0.113394
1769687371.526440,4.032575,0.032959,3.049735,-0.112387
1769687371.546324,4.032575,-0.015869,3.017411,-0.122466
1769687371.566367,4.032575,0.024414,2.980261,-0.129521
1769687371.586440,4.031425,-0.042726,2.938344,-0.143632
1769687371.605973,4.030274,-0.023805,2.891729,-0.164798
1769687371.626124,4.029123,-0.011597,2.840489,-0.215194
1769687371.645880,4.027973,0.007324,2.784706,-0.222250
1769687371.666330,4.026439,-0.040895,2.724470,-0.261559
1769687371.686301,4.024905,-0.045778,2.659877,-0.259543
1769687371.706454,4.021837,-0.090945,2.591029,-0.248456
1769687371.726181,4.017619,-0.076907,2.518039,-0.268614
1769687371.746147,4.011483,-0.120853,2.441021,-0.241400
1769687371.766235,4.000745,-0.280770,2.360099,-0.112387
1769687371.786237,3.982336,-0.455337,2.275403,-0.276678
1769687371.806230,3.956258,-0.580462,2.187069,-0.193020
1769687371.826309,3.923659,-0.755028,2.095236,-0.426861
1769687371.846240,3.883391,-0.812403,2.000053,-0.304899
1769687371.866028,3.834302,-1.101718,1.901671,-0.289780
1769687371.885822,3.777543,-1.254921,1.800248,-0.385536
1769687371.906294,3.711197,-1.391644,1.695945,-0.312963
1769687371.926218,3.635645,-1.587573,1.588931,-0.297844
1769687371.946232,3.550890,-1.774346,1.479375,-0.222250
1769687371.966177,3.456931,-1.935484,1.367454,-0.341188
1769687371.986389,3.353767,-2.174749,1.253345,-0.195036
1769687372.006357,3.241400,-2.311472,1.137233,-0.291796
1769687372.026294,3.120213,-2.509842,1.019301,-0.445004
1769687372.046159,2.990971,-2.653890,0.899740,-0.310947
1769687372.066262,2.852908,-2.804651,0.778739,-0.210155
1769687372.086409,2.706408,-2.941984,0.656493,-0.260551
1769687372.106256,2.553772,-3.111668,0.533197,-0.202091
1769687372.125775,2.393851,-3.350322,0.409049,-0.229305
1769687372.146577,2.227791,-3.382672,0.284246,-0.445004
1769687372.166173,2.055981,-3.503525,0.158989,-0.199068
1769687372.185740,1.880717,-3.560899,0.033477,-0.413758
1769687372.206364,1.700470,-3.613392,-0.092088,-0.120450
1769687372.226164,1.516770,-3.664052,-0.217506,-0.327077
1769687372.246468,1.330385,-3.720816,-0.342576,-0.392592
1769687372.266266,1.142083,-3.735466,-0.467098,-0.216202
1769687372.285909,0.953014,-3.805047,-0.590873,-0.084165
1769687372.305884,0.764713,-3.736687,-0.713703,-0.241400
1769687372.326206,0.575261,-3.772088,-0.835392,-0.354291
1769687372.346229,0.387342,-3.739128,-0.955744,-0.243416
1769687372.366682,0.199807,-3.708609,-1.074569,-0.101299
1769687372.386770,0.015340,-3.713492,-1.191674,-0.141616
1769687372.406385,-0.163758,-3.635365,-1.306874,-0.256519
1769687372.426687,-0.340171,-3.538927,-1.419984,-0.017639
1769687372.446023,-0.513516,-3.433332,-1.530823,-0.240392
1769687372.465842,-0.682259,-3.363750,-1.639214,-0.067030
1769687372.485925,-0.846016,-3.202612,-1.744984,-0.003528
1769687372.506409,-1.004788,-3.122044,-1.847962,-0.106339
1769687372.526489,-1.158191,-3.053682,-1.947986,-0.152703
1769687372.546485,-1.304690,-2.849208,-2.044894,-0.105331
1769687372.566448,-1.444671,-2.764367,-2.138532,0.032757
1769687372.586233,-1.577747,-2.586749,-2.228749,-0.065014
1769687372.606386,-1.703154,-2.428052,-2.315403,-0.058963
1769687372.626595,-1.822425,-2.294992,-2.398353,-0.057955
1769687372.646504,-1.934409,-2.113101,-2.477468,0.150688
1769687372.665933,-2.037572,-1.962950,-2.552621,0.124478
1769687372.686033,-2.133832,-1.843928,-2.623692,0.148672
1769687372.706056,-2.222039,-1.660208,-2.690566,-0.020662
1769687372.726192,-2.302576,-1.535081,-2.753138,-0.087189
1769687372.746629,-2.375058,-1.362957,-2.811306,0.053924
1769687372.765751,-2.439871,-1.246986,-2.864979,0.113391
1769687372.785778,-2.497397,-1.077304,-2.914070,-0.016631
1769687372.806264,-2.547637,-0.864894,-2.958501,-0.004536
1769687372.826186,-2.590206,-0.744652,-2.998200,0.067027
1769687372.846066,-2.625488,-0.636616,-3.033104,0.088193
1769687372.866467,-2.654635,-0.535905,-3.063158,-0.106339
1769687372.886677,-2.674961,-0.354625,-3.088313,0.065011
1769687372.906340,-2.689918,-0.261849,-3.108529,0.070050
1769687372.926241,-2.700656,-0.175787,-3.123774,-0.069046
1769687372.946279,-2.704107,-0.000610,-3.134023,-0.065014
1769687372.965766,-2.700656,0.039065,-3.139260,0.041829
1769687372.985844,-2.695287,0.165410,-3.139476,0.133553
1769687373.005653,-2.689534,0.103762,-3.134671,0.204107
1769687373.025701,-2.688000,-0.006714,-3.124854,0.193020
1769687373.045868,-2.688767,-0.003052,-3.110039,0.150688
1769687373.065871,-2.689534,-0.025636,-3.090250,0.110367
1769687373.085762,-2.689534,0.037231,-3.065520,0.113391
1769687373.105799,-2.689534,0.002441,-3.035886,0.133553
1769687373.125788,-2.689534,0.017700,-3.001398,0.151695
1769687373.145818,-2.689151,0.011597,-2.962109,0.147664
1769687373.165813,-2.689151,-0.001221,-2.918084,0.177901
1769687373.185739,-2.689151,-0.020143,-2.869391,0.218218
1769687373.205842,-2.689151,-0.027467,-2.816110,0.227289
1769687373.225820,-2.688767,0.015259,-2.758325,0.245432
1769687373.245755,-2.688384,0.033569,-2.696129,0.254503
1769687373.265893,-2.687617,0.002441,-2.629622,0.284741
1769687373.285837,-2.686466,0.042117,-2.558908,0.299860
1769687373.306157,-2.684165,0.073855,-2.484102,0.328081
1769687373.325720,-2.679946,0.158696,-2.405324,0.341184
1769687373.345769,-2.672660,0.178838,-2.322699,0.282725
1769687373.366248,-2.659620,0.294809,-2.236359,0.142624
1769687373.386642,-2.638528,0.502334,-2.146443,0.408719
1769687373.406726,-2.610148,0.609760,-2.053094,0.164798
1769687373.426265,-2.574482,0.808129,-1.956462,0.392592
1769687373.446794,-2.529612,0.938139,-1.856701,0.493384
1769687373.466459,-2.475921,1.167028,-1.753971,0.399647
1769687373.485922,-2.413409,1.397748,-1.648435,0.322034
1769687373.506041,-2.340542,1.586351,-1.540263,0.441980
1769687373.526541,-2.257705,1.698661,-1.429628,0.225274
1769687373.546271,-2.164129,1.962950,-1.316707,0.361343
1769687373.566265,-2.062500,2.057557,-1.201680,0.352272
1769687373.586136,-1.950132,2.318187,-1.084731,0.296836
1769687373.606127,-1.828561,2.503128,-0.966048,0.463146
1769687373.626145,-1.697785,2.725303,-0.845819,0.394608
1769687373.646682,-1.557421,2.858365,-0.724238,0.258535
1769687373.666261,-1.408237,3.066499,-0.601498,0.252487
1769687373.686594,-1.251767,3.231299,-0.477797,0.271638
1769687373.706410,-1.086858,3.336895,-0.353331,0.452059
1769687373.726452,-0.914280,3.469343,-0.228301,0.269622
1769687373.746579,-0.736333,3.628650,-0.102905,0.462138
1769687373.766416,-0.551483,3.736687,0.022655,0.296836
1769687373.786352,-0.361264,3.889279,0.148180,0.182941
1769687373.806284,-0.166059,3.977783,0.273467,0.163790
1769687373.826169,0.034516,4.006469,0.398316,0.149680
1769687373.846412,0.237008,4.156621,0.522529,0.140608
1769687373.866381,0.442567,4.109623,0.645906,0.130529
1769687373.885874,0.649660,4.115117,0.768250,0.219226
1769687373.905962,0.855987,4.146245,0.889366,0.280709
1769687373.926030,1.063465,4.130375,1.009059,0.290788
1769687373.946375,1.270175,4.121830,1.127138,0.160767
1769687373.966231,1.473817,4.004028,1.243415,0.122462
1769687373.986269,1.674391,3.969238,1.357704,0.083153
1769687374.006138,1.872280,3.883176,1.469821,0.080130
1769687374.026173,2.064034,3.805659,1.579587,0.153711
1769687374.046172,2.249268,3.675649,1.686827,0.168830
1769687374.066457,2.427598,3.547471,1.791370,-0.061987
1769687374.086447,2.599793,3.336284,1.893048,0.155727
1769687374.106527,2.762783,3.142796,1.991698,0.125486
1769687374.126263,2.915802,2.980437,2.087163,0.002520
1769687374.146197,3.060001,2.777185,2.179290,0.091217
1769687374.166079,3.194613,2.622151,2.267932,0.101296
1769687374.185879,3.319636,2.385328,2.352947,-0.033765
1769687374.206132,3.434688,2.209539,2.434199,-0.062995
1769687374.226085,3.540536,2.028871,2.511558,0.047876
1769687374.246446,3.633344,1.713309,2.584901,-0.080133
1769687374.266469,3.716566,1.554613,2.654109,-0.060979
1769687374.286398,3.789432,1.367230,2.719074,0.038805
1769687374.306270,3.851559,1.145666,2.779689,0.142624
1769687374.326175,3.904485,0.951567,2.835859,0.077106
1769687374.346133,3.948203,0.764794,2.887494,0.124478
1769687374.365967,3.982336,0.554826,2.934511,-0.027718
1769687374.386386,4.008031,0.421154,2.976835,-0.005544
1769687374.406237,4.024521,0.277109,3.014399,-0.101299
1769687374.426542,4.036026,0.164800,3.047141,-0.003528
1769687374.445924,4.040245,0.021362,3.075010,0.062995
1769687374.465663,4.036410,-0.149541,3.097962,-0.058963
1769687374.485984,4.031808,-0.090945,3.115959,-0.148672
1769687374.506091,4.028357,-0.047609,3.128973,-0.157743
1769687374.526199,4.027973,-0.003662,3.136984,-0.147664
1769687374.546141,4.028357,-0.008545,3.139977,-0.099284
1769687374.566441,4.028357,-0.003052,3.137949,-0.091220
1769687374.586146,4.028357,0.023804,3.130902,-0.075094
1769687374.606340,4.028357,0.003052,3.118848,-0.098276
1769687374.626302,4.028357,-0.020143,3.101806,-0.108355
1769687374.645887,4.028357,0.000000,3.079804,-0.101299
1769687374.666044,4.028357,-0.004883,3.052877,-0.094244
1769687374.685710,4.028357,-0.006714,3.021067,-0.137585
1769687374.705910,4.028357,0.007324,2.984426,-0.134561
1769687374.726304,4.028357,0.032959,2.943011,-0.149680
1769687374.746045,4.027973,-0.010376,2.896891,-0.164798
1769687374.766065,4.027973,-0.002441,2.846137,-0.181933
1769687374.786256,4.027973,-0.033571,2.790832,-0.209147
1769687374.806176,4.027589,0.000610,2.731063,-0.245432
1769687374.826261,4.027206,0.041506,2.666927,-0.261559
1769687374.846163,4.026055,-0.040284,2.598526,-0.266598
1769687374.866129,4.023371,-0.087893,2.525969,-0.313971
1769687374.886068,4.018385,-0.094607,2.449372,-0.251480
1769687374.905980,4.011099,-0.189215,2.368858,-0.273654
1769687374.926134,3.998442,-0.303965,2.284556,-0.128513
1769687374.946316,3.976200,-0.529191,2.196584,-0.387552
1769687374.966402,3.947436,-0.643940,2.105079,-0.142624
1769687374.986698,3.910237,-0.794091,2.010205,-0.285749
1769687375.006075,3.864983,-1.008332,1.912113,-0.384528
1769687375.025922,3.810909,-1.145054,1.810962,-0.307923
1769687375.045768,3.747629,-1.382488,1.706912,-0.158751
1769687375.065732,3.674763,-1.561937,1.600130,-0.478265
1769687375.086082,3.591925,-1.787164,1.490787,-0.293812
1769687375.106169,3.499500,-1.931821,1.379059,-0.216202
1769687375.126101,3.397871,-2.092350,1.265123,-0.237369
1769687375.146338,3.287805,-2.307199,1.149162,-0.328085
1769687375.166356,3.167001,-2.506180,1.031362,-0.455083
1769687375.186275,3.037758,-2.672811,0.911912,-0.326069
1769687375.206075,2.900463,-2.826624,0.791002,-0.214186
1769687375.226203,2.754346,-3.010956,0.668826,-0.228297
1769687375.246300,2.601327,-3.111668,0.545580,-0.213179
1769687375.266165,2.440638,-3.350933,0.421460,-0.294820
1769687375.286048,2.273812,-3.419905,0.296666,-0.410734
1769687375.306078,2.100468,-3.554796,0.171397,-0.194028
1769687375.326035,1.923287,-3.556627,0.045854,-0.409726
1769687375.346122,1.741504,-3.711051,-0.079763,-0.251480
1769687375.366375,1.555888,-3.799554,-0.205252,-0.165806
1769687375.386286,1.366052,-3.797113,-0.330412,-0.310947
1769687375.406113,1.176983,-3.830073,-0.455044,-0.361346
1769687375.426114,0.985613,-3.831904,-0.578947,-0.288773
1769687375.445984,0.793092,-3.844111,-0.701924,-0.186973
1769687375.465703,0.602105,-3.872799,-0.823777,-0.087189
1769687375.485897,0.410735,-3.838007,-0.944313,-0.108355
1769687375.505913,0.220901,-3.751945,-1.063336,-0.235353
1769687375.526065,0.034516,-3.717154,-1.180658,-0.307923
1769687375.545713,-0.149951,-3.667715,-1.296090,-0.095252
1769687375.566343,-0.330583,-3.606067,-1.409448,-0.169838
1769687375.586195,-0.508530,-3.488265,-1.520550,-0.162783
1769687375.605640,-0.678807,-3.379620,-1.629218,-0.136577
1769687375.625670,-0.845632,-3.315531,-1.735279,0.003528
1769687375.646118,-1.005939,-3.157445,-1.838563,-0.128513
1769687375.666216,-1.162409,-3.035982,-1.938904,-0.223258
1769687375.686096,-1.311210,-2.925504,-2.036142,-0.205115
1769687375.706077,-1.453491,-2.750328,-2.130121,-0.086181
1769687375.725914,-1.588486,-2.596514,-2.220691,0.114399
1769687375.746114,-1.716193,-2.461623,-2.307707,-0.156735
1769687375.766190,-1.836615,-2.316965,-2.391029,0.154719
1769687375.786129,-1.949365,-2.194891,-2.470525,0.006551
1769687375.805989,-2.054063,-2.019105,-2.546066,-0.083157
1769687375.826049,-2.151474,-1.873837,-2.617533,-0.053924
1769687375.845938,-2.240064,-1.685232,-2.684810,0.131537
1769687375.866309,-2.320217,-1.541184,-2.747791,-0.025702
1769687375.886098,-2.393084,-1.405072,-2.806373,0.052916
1769687375.906114,-2.458279,-1.223181,-2.860465,-0.144640
1769687375.925992,-2.515038,-1.068758,-2.909978,-0.072070
1769687375.946107,-2.564510,-0.887479,-2.954834,-0.065014
1769687375.966103,-2.606313,-0.762963,-2.994960,-0.110371
1769687375.986168,-2.640445,-0.581683,-3.030293,0.080130
1769687376.005991,-2.667291,-0.436414,-3.060777,-0.006551
1769687376.025666,-2.686082,-0.344249,-3.086362,0.134561
1769687376.046000,-2.700272,-0.224006,-3.107007,-0.068038
1769687376.066396,-2.707175,-0.055543,-3.122679,-0.059971
1769687376.086217,-2.706408,0.047610,-3.133354,-0.000504
1769687376.106105,-2.701806,0.092165,-3.139014,0.048884
1769687376.126182,-2.694520,0.166020,-3.139650,0.160767
1769687376.146211,-2.688384,0.098269,-3.135261,0.221242
1769687376.165762,-2.686466,0.025635,-3.125854,0.215194
1769687376.185975,-2.687617,-0.021974,-3.111444,0.137585
1769687376.205670,-2.688000,-0.009766,-3.092055,0.116415
1769687376.226298,-2.688000,-0.003052,-3.067716,0.122462
1769687376.246458,-2.688000,-0.010986,-3.038468,0.125486
1769687376.266125,-2.688000,-0.018921,-3.004357,0.150688
1769687376.286196,-2.688000,0.025635,-2.965438,0.170846
1769687376.306089,-2.688000,-0.011597,-2.921772,0.180925
1769687376.326043,-2.687617,0.059817,-2.873431,0.195036
1769687376.346190,-2.687617,-0.033571,-2.820490,0.217210
1769687376.366177,-2.687617,0.025024,-2.763036,0.256519
1769687376.386360,-2.687232,0.014038,-2.701159,0.281717
1769687376.406084,-2.686849,0.004883,-2.634959,0.277685
1769687376.426065,-2.686466,0.030518,-2.564542,0.308931
1769687376.445954,-2.685699,0.022583,-2.490020,0.349248
1769687376.465588,-2.683014,0.052493,-2.411514,0.346224
1769687376.486031,-2.678029,0.119634,-2.329147,0.341184
1769687376.506211,-2.669208,0.201423,-2.243053,0.236361
1769687376.526286,-2.653101,0.371716,-2.153369,0.209147
1769687376.546075,-2.628556,0.504165,-2.060239,0.430893
1769687376.566505,-2.596342,0.773950,-1.963811,0.376462
1769687376.586212,-2.555306,0.892360,-1.864240,0.220234
1769687376.606226,-2.505067,1.065097,-1.761686,0.230313
1769687376.626326,-2.445624,1.284218,-1.656312,0.406703
1769687376.646184,-2.375825,1.525927,-1.548287,0.410734
1769687376.666328,-2.295673,1.726127,-1.437784,0.413758
1769687376.686136,-2.205548,1.858578,-1.324980,0.279701
1769687376.705938,-2.104686,2.102726,-1.210056,0.265590
1769687376.726534,-1.993085,2.330394,-1.093195,0.431901
1769687376.746490,-1.873431,2.509232,-0.974584,0.497416
1769687376.766410,-1.743806,2.749717,-0.854413,0.429885
1769687376.785680,-1.603826,2.862637,-0.732875,0.263575
1769687376.805584,-1.454641,3.068330,-0.610164,0.255511
1769687376.825880,-1.297020,3.178198,-0.486476,0.391584
1769687376.845976,-1.131729,3.371074,-0.362010,0.456091
1769687376.866315,-0.957617,3.560290,-0.236965,0.256519
1769687376.886067,-0.776218,3.693349,-0.111540,0.413758
1769687376.905909,-0.590217,3.765984,0.014063,0.437948
1769687376.926241,-0.396546,3.911862,0.139644,0.362351
1769687376.946147,-0.199424,4.012573,0.265001,0.295828
1769687376.966280,0.002684,4.077883,0.389935,0.327074
1769687376.986186,0.208244,4.145024,0.514244,0.354287
1769687377.006204,0.416871,4.193244,0.637730,0.315986
1769687377.026261,0.626651,4.182258,0.760195,0.188988
1769687377.046226,0.837579,4.209723,0.881444,0.079122
1769687377.066361,1.048124,4.182258,1.001282,0.192012
1769687377.086300,1.257903,4.179204,1.119517,0.247448
1769687377.106134,1.466147,4.159062,1.235961,0.169838
1769687377.125916,1.668255,4.052248,1.350427,0.143632
1769687377.146347,1.867679,3.960693,1.462731,0.120446
1769687377.166387,2.064034,3.847163,1.572694,0.162783
1769687377.186344,2.252720,3.705556,1.680141,0.143632
1769687377.206273,2.432969,3.560901,1.784898,-0.086181
1769687377.226028,2.607463,3.394878,1.886798,0.166814
1769687377.246245,2.775057,3.264871,1.985679,-0.080133
1769687377.266665,2.929610,3.014619,2.081382,-0.098276
1769687377.286162,3.074959,2.825403,2.173753,-0.092228
1769687377.306282,3.211486,2.614825,2.262646,0.041829
1769687377.326061,3.338044,2.452466,2.347917,0.007559
1769687377.345618,3.453479,2.225409,2.429430,0.156735
1769687377.365671,3.558560,2.011170,2.507056,0.049892
1769687377.385884,3.652903,1.773736,2.580668,0.160767
1769687377.405917,3.735741,1.539965,2.650151,-0.007559
1769687377.426140,3.808608,1.333048,2.715392,0.014615
1769687377.446046,3.871502,1.172521,2.776287,-0.164798
1769687377.465765,3.923659,0.973539,2.832738,-0.182941
1769687377.485843,3.966612,0.769677,2.884656,-0.109363
1769687377.506126,4.000360,0.551775,2.931958,0.122462
1769687377.526190,4.024521,0.430923,2.974566,-0.118434
1769687377.546358,4.041779,0.258796,3.012414,0.077106
1769687377.565796,4.049065,0.081179,3.045441,0.100288
1769687377.585682,4.045997,-0.137944,3.073593,0.012599
1769687377.605991,4.037560,-0.199591,3.096827,-0.067030
1769687377.626114,4.027206,-0.189825,3.115104,-0.181933
1769687377.646105,4.019153,-0.152593,3.128395,-0.161775
1769687377.666220,4.014167,-0.073855,3.136680,-0.133553
1769687377.686287,4.011483,-0.037843,3.139944,-0.125490
1769687377.706122,4.010715,-0.037233,3.138183,-0.109363
1769687377.726114,4.011099,-0.014648,3.131399,-0.099284
1769687377.746184,4.011099,0.019531,3.119604,-0.089204
1769687377.766165,4.011099,0.033569,3.102815,-0.084165
1769687377.785977,4.011099,0.012817,3.081061,-0.090212
1769687377.806099,4.011099,-0.007324,3.054376,-0.107347
1769687377.826144,4.011099,0.009155,3.022802,-0.118434
1769687377.846205,4.011099,0.012817,2.986390,-0.131537
1769687377.866254,4.010715,-0.035402,2.945199,-0.141616
1769687377.886364,4.010715,-0.016479,2.899294,-0.154719
1769687377.905777,4.009949,-0.052491,2.848749,-0.155727
1769687377.926062,4.008798,-0.026857,2.793644,-0.148672
1769687377.945705,4.005730,-0.092776,2.734069,-0.106339
1769687377.966234,3.998826,-0.186163,2.670117,-0.089204
1769687377.986363,3.984253,-0.383313,2.601892,-0.213179
1769687378.006166,3.964311,-0.428480,2.529503,-0.251480
1769687378.026119,3.942451,-0.475478,2.453065,-0.109363
1769687378.046345,3.914455,-0.634174,2.372702,-0.272646
1769687378.066453,3.882624,-0.701926,2.288541,-0.261559
1769687378.086282,3.845040,-0.779443,2.200717,-0.079125
1769687378.106194,3.801703,-0.914944,2.109371,-0.094244
1769687378.125998,3.752231,-1.042513,2.014649,-0.125490
1769687378.145960,3.696239,-1.172521,1.916702,-0.090212
1769687378.166199,3.633728,-1.308023,1.815688,-0.297844
1769687378.186141,3.563930,-1.425214,1.711768,-0.331109
1769687378.206045,3.486845,-1.591846,1.605109,-0.251480
1769687378.225912,3.402856,-1.734061,1.495880,-0.148672
1769687378.246201,3.309280,-1.929380,1.384258,-0.313971
1769687378.266220,3.212253,-2.074648,1.270419,-0.310947
1769687378.285629,3.106022,-2.173529,1.154548,-0.227289
1769687378.306171,2.991738,-2.354808,1.036829,-0.247448
1769687378.325985,2.870548,-2.453078,0.917450,-0.402671
1769687378.346422,2.743225,-2.598957,0.796603,-0.240392
1769687378.366293,2.608614,-2.716758,0.674481,-0.301876
1769687378.386298,2.467867,-2.850429,0.551280,-0.416782
1769687378.406322,2.320600,-2.974334,0.427196,-0.391584
1769687378.426419,2.169115,-3.054903,0.302429,-0.421822
1769687378.445674,2.013411,-3.191016,0.177177,-0.316994
1769687378.465915,1.852722,-3.242286,0.051642,-0.146656
1769687378.485586,1.687813,-3.375957,-0.073975,-0.326069
